id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
255,74,11.354575,15.2,4.833333333,31.937418,11.22316667,2.55,1.7,0.956,0.46833,1.22915,5.5
256,256,23.348983,12.8,5.6,26.1647257,10.9485,2.65,1.6994,0.832,0.48502,2.18789,6
257,42,3.443996,8.4,4.8,16.862138,11.95216,2.836,1.598,0.814,0.498666,0.66668,4
258,30,2.70174775,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.75516,3.8
259,72,8.107996,12.8,4.8,24.808518,11.17714,2.703,1.698,0.892,0.492736,1.8688,6.8
260,440,29.7114645,7.568965517,4.25862069,14.06179759,12.26148966,2.735217391,1.436322751,0.625978836,0.749442857,0.2061,3.5
261,100,7.558488,10,4.6,20.3920334,12.0034,2.708,1.7,0.88,0.498666,0.75249,6
262,112,11.354575,30.66666667,2.666666667,72.2365,9.101866667,2.413333333,1.913333333,1.213333333,0.46833,3.05125,5.5
263,147,21.75939575,13.95454545,4.886363636,29.01870756,11.24749545,2.702272727,1.713518519,0.937878788,0.514882444,2.22761,4
264,100,3.18390975,8.333333333,4.333333333,16.58382167,10.29685833,2.595,1.550833333,0.95,0.565490833,0.53649,5.5
265,74,8.885992,14.8,5,32.059,11.2603,2.684,1.788,0.914,0.482036,1.9368,7
266,86,7.4428315,8.6,5,17.7903568,12.3734,2.866,1.662,0.642,0.491678,0.80362,2.5
267,74,4.663996,7.4,4.2,14.610803,12.39211,2.77,1.551,0.708,0.598245,0.6698,2.8
268,90,11.463996,18,5.6,39.568056,12.0863,2.868,1.652,0.864,0.476196,2.6772,2.5
269,92,19.334,30.66666667,4,68.56273,9.152733333,1.966666667,1.9,1.193333333,0.446356667,6.78667,5.5
270,120,8.962995,12,4.8,24.50301875,10.93895,2.705,1.72625,0.945,0.492736,1.3124,5
271,108,9.683996,11.6,4.8,24.50301875,11.02384,2.865,1.717,0.836,0.492736,1.8216,6
272,198,9.1488245,4.814814815,3.459459459,8.462066621,13.26603333,2.065,1.394,0.574594595,0.770754815,0,2
273,70,6.071576,10,4.571428571,20.32331386,11.63035714,2.68,1.631428571,0.871428571,0.493918571,0.70884,7.8
274,440,46.387964,10,4.847826087,20.92187185,10.88052609,2.735217391,1.700652174,0.89,0.493337609,0.86684,7
275,222,5.401996,8.96,4.8,17.79044018,11.877635,2.644,1.708,0.792,0.5368794,0.75041,6
276,80,1.74316,10,4,20.3920334,11.026725,2.85,1.6725,0.8525,0.491678,0.8506,7
277,66,7.73466,10,5,20.25527838,11.33044,2.6725,1.705,0.88,0.495275,0.77105,5.5
278,58,7.558488,10.4,4.8,20.29889263,11.02384,2.644,1.743,0.86,0.499514,0.53914,7.8
279,84,7.775328,42,4,98.3407975,9.1985,2.03,1.955,1.3,0.429675,0.77525,3.5
280,128,4.03,12.8,4.8,26.385218,11.38168,2.81,1.74,1.02,0.49282,0.41631,5.5
281,58,8.147992,14.6,4.8,30.341818,11.39875,2.53,1.732,0.914,0.482265,2.42074,6
282,232,33.205655,11.6,4,24.085483,12.22274,2.68,1.592,0.738,0.59004,1.8013,5
283,100,7.558488,10,4.8,20.29889263,12.04083,2.755,1.631,0.91,0.495736,0.86614,2.8
284,46,7.134332,12,4.8,24.808518,11.33044,2.675,1.745,0.945,0.499514,1.03213,6
285,120,13.747992,12.6,4.6,24.808518,10.73364,2.752,1.598,0.814,0.481478,1.4486,6
286,108,11.874,10,4.8,20.32203565,11.1238168,2.89,1.68,0.914,0.547109286,0.74838,6
287,114,8.841328,9.2,4.8,18.60817185,12.30176,2.705,1.542,0.703,0.59004,0.1391,6.5
288,214,34.30139975,24.5,5.5,58.303418,11.61422,2.705,1.765,0.945,0.467568,3.1504,2.5
289,90,11.463996,18,5.6,39.568056,12.0863,2.868,1.652,0.864,0.476196,2.6108,1.5
290,58,9.133,23,4,48.7195,9.8771,2.115,1.905,1.12,0.477665,3.88539,5.5
291,46,4.243996,13.6,4,28.90865938,10.2719,2.805,1.7,0.88,0.47888,1.05428,6.8
292,68,3.253996,13.5,4.25,29.568292,10.754975,2.6,1.68,0.96,0.481478,0.96381,5.5
293,166,13.477328,9.5,5,19.14036491,11.26033125,2.786875,1.765,0.84375,0.482036,1.37405,6
294,100,8.147992,10,4.8,20.29889263,12.04083,2.675,1.631,0.91,0.498666,0.8148,6
295,136,10.837324,22.83333333,4,49.50308167,11.47577,2.743333333,1.751666667,0.825,0.473746667,2.70793,3.8
296,112,13.355328,12.66666667,4.666666667,26.62168667,11.35476667,2.754666667,1.716666667,0.973333333,0.486506667,1.80922,6
297,82,12.397992,21.8,5.6,49.204038,11.82448,2.868,1.68,0.88,0.489486,2.9768,3.5
298,138,12.421,12.6,4.8,26.1647257,10.60098,2.706,1.678,0.88,0.498454,2.015,5.5
299,78,5.896328,9.714285714,4.571428571,19.43653171,10.50705714,2.657142857,1.754285714,0.964285714,0.496660214,0.82602,7.8
300,46,32.91,23,4,49.496,10.347,2.53,1.855,1.11,0.467935,10.97,2.5
301,239,15.751996,11.3,4.8,24.808518,11.11696,2.6625,1.656,0.8725,0.491678125,0.82121,3.5
302,62,9.773996,13.6,4,27.188418,10.79886,2.657142857,1.654,0.945,0.490654,1.96919,6.5
303,129,14.22,23.5,5.166666667,49.50308167,10.60098333,2.18,1.913333333,1.026666667,0.470913333,1.34593,6
304,277,44.191,27.04761905,5.428571429,64.58836409,11.59557143,2.857619048,1.69,0.964285714,0.467285714,3.90755,3.8
305,66,3.253996,6.666666667,4.166666667,13.01612833,12.70046667,2.6,1.476666667,0.616666667,0.663796667,0.75249,5
306,82,15.55,41,4,95.225235,9.08885,2.2225,1.9,1.37,0.462985,7.66667,2.5
307,20,9.014328,10,4.666666667,20.99408622,11.22316667,2.848,1.716666667,0.88,0.486506667,0.77525,6.5
308,114,22.81264,48,3.5,118.019,9.251425,2.205,1.907,1.18,0.457615,6.313,3.8
309,126,13.477328,12.125,5,24.50301875,11.20276,2.745,1.767,0.91,0.47907,1.96919,6.5
310,96,11.463996,12,4.8,24.808518,11.28095,2.738,1.738,0.928,0.48502,1.17448,6
311,108,7.134332,12.2,4.8,26.2038268,10.2719,2.706,1.767,0.91,0.498984,1.75184,6
312,127,17.053984,31,4,70.86454625,9.273855,1.985,1.99,1.1925,0.457615,0.36822,5.8
313,114,11.437322,45,5,111.599515,10.5174,2.62,1.7795,1.036666667,0.447885,5.0988,2.5
314,144,9.577996,15.5,4,35.468537,11.288,2.684,1.7,0.896,0.482036,1.92725,5
315,96,8.42666,12,4.75,24.50301875,11.1479375,2.705,1.775,0.945,0.49463625,1.03196,5
316,60,4.075328,10,5,20.077018,11.63995,2.901666667,1.73,0.91,0.496905385,0.76025,6.8
317,126,26.09,13.6,4.8,29.568292,11.02384,2.743,1.72625,0.914,0.48502,2.53985,6
318,64,10.502995,32.6,4.8,72.2365,11.38168,2.352,1.91,0.964,0.474324,5.80644,3
319,126,4.6148215,7.411764706,3.764705882,14.64397353,12.48421176,2.655882353,1.486470588,0.696470588,0.671236471,0.5852,2.8
320,100,8.836996,10,5,20.21334878,12.30176,2.904,1.743,0.896,0.495736,0.51006,2.5
321,144,17.053984,22.8,5.6,50.1811,10.60098,2.18,1.728,0.88,0.474714,4.8568,3.8
322,66,25.9821355,27.6,4.3,65.565418,10.75912,2.298,1.859,1.028,0.457149,5.00311,3
323,42,4.03,8.4,4.8,16.862138,11.95216,2.836,1.598,0.814,0.498666,0.53275,4
324,55,11.874,23.5,4.5,50.54252,9.0872,2.24,1.88,1.13,0.474324,2.8386,3
325,190,26.962328,14.33333333,4.5,34.47077917,11.21776667,2.775,1.71,0.889,0.479689167,1.8216,5.5
326,128,12.84,12,4.8,26.2038268,12.20004,2.684,1.542,0.703,0.492736,1.42262,4.5
327,93,10.584328,14.33333333,4.666666667,31.93741867,11.71171667,2.826666667,1.716666667,0.933333333,0.498918333,1.43926,5.8
328,58,11.874,19.33333333,6,39.98766667,9.0432,2.44,1.88,1.14,0.477665,3.492,5.8
329,790,105.514,39.5,5.2,93.78445,10.75912,2.655,1.8115625,1.028,0.447885,5.00311,3
330,36,8.775328,18,4,37.346215,10.347,2.675,1.745,0.905,0.499726,0.77561,5.5
331,64,10.207996,12.8,4.8,26.385218,11.38168,2.81,1.75,0.86,0.49282,1.10402,5.5
332,214,40.747992,22,3.2,54.27519833,9.350333333,2.248333333,1.906666667,1.16,0.472976667,5.97378,2.8
333,106,8.283996,10.7,4.7,21.98931204,10.98774,2.502,1.708,0.928,0.49607,0.86102,6
334,92,19.334,31,4,70.86454625,8.21315,1.97,1.93,1.18,0.457615,6.17571,1.5
335,100,8.903332,10,4,20.0468,10.629,2.675,1.735,0.905,0.48855,1.0359,5.5
336,100,7.441332,10,4.818181818,20.99414119,10.2719,2.455,1.87,0.914545455,0.495356818,0.99413,2.3
337,92,6.697992,9.2,4.8,18.439538,11.79886,2.934,1.656,0.848,0.499196,0.69207,3.5
338,42,4.043996,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498984,0.85728,6.5
339,228,24.409986,28.5,5.5,68.16233625,11.6104,2.84875,1.788125,0.94625,0.468765,2.6772,2.5
340,220,41.181992,24.33333333,4.666666667,56.98088711,11.25296667,2.746666667,1.763333333,0.966666667,0.473746667,4.52755,6.3
341,176,14.091992,10.6,4.8,20.077018,11.02384,2.755,1.736,0.91,0.498454,0.8117,6
342,144,32.335992,24,5.6,53.4902975,9.273855,2.308,1.904,1.18,0.448895,4.74,1.8
343,515,36.025984,10.3,4.8,20.29889263,11.139125,2.62975,1.788,0.892,0.492736,0.84049,5.5
344,58,9.44,13.66666667,4.666666667,29.97368417,9.350333333,2.156666667,1.89,1.2,0.487833333,1.05095,5.3
345,68,3.555328,10.33333333,5.333333333,22.68885333,11.82426667,2.89,1.698333333,0.89,0.49968,0.86724,3.5
346,90,7.7361595,8.181818182,4.909090909,16.36881245,12.57838182,2.709090909,1.31,0.736363636,0.586041818,0.62515,2.8
347,116,10.207996,12.2,4.4,24.75087845,11.2184,2.703,1.662,0.948,0.49512,1.2188,6
348,38,4.073996,10.75,5.75,21.98931204,12.18425,2.7275,1.9,0.75,0.498984,0.85728,5.5
349,74,13.355328,24.66666667,4.333333333,55.30459633,11.44463333,2.861666667,1.723333333,0.966666667,0.4704,3.89105,5.5
350,105,12.397992,10.5,5.2,21.5029424,11.79886,2.805,1.656,0.848,0.491678,3.11002,3.5
351,82,10.507072,41,4,93.8846,9.695,2.445,1.98,1.265,0.436875,5.97378,2.5
352,74,13.35,21,3,43.952,9.1302,2.24,2.055,1.12,0.47888,1.00843,2
353,80,1.7401675,13.33333333,4.666666667,27.44881367,10.6397,2.545,1.753333333,0.98,0.486658,0.75755,5.5
354,574,68.346642,7.4,4,15.10485581,12.08974545,2.738409091,1.539090909,0.736363636,0.632470227,0.52548,3.3
355,106,13.053996,11.2,4.8,24.50301875,10.78917,2.684,1.859,0.958,0.492719,1.9156,6.5
356,58,7.900992,11.8,4.8,22.52187185,10.89726,2.755,1.754,0.972,0.49282,0.86684,6.5
357,36,0.9143328,18,4,37.27215,9.05335,2.045,2.01,1.3,0.47899,0.91457,2
358,122,13.385996,12.2,4.8,24.085483,11.33044,2.706,1.678,0.892,0.498454,1.00627,6
359,46,11.775328,23.5,4.333333333,49.50308167,11.40826667,2.726666667,1.765833333,0.98,0.478705,4.45167,6
360,93,20.36,31.66666667,5,69.592128,9.152733333,1.966666667,1.88,1.193333333,0.446356667,3.958,4.8
361,100,15.43,50,4,117.386335,9.01375,2.295,2.045,1.36,0.42668,1.37165,2.5
362,564,37.304296,5.5,3.333333333,10.93022354,13.54915,2.684444444,1.388888889,0.724444444,0.606169444,0.85549,3.8
363,118,14.632,11.8,4.8,23.09969493,11.43734,2.694,1.763,0.896,0.494111,0.81244,6
364,61,10.048324,13.42222222,4.5,27.87047067,10.29685833,2.621111111,1.775,0.98,0.483142222,1.31763,3.8
365,50,3.253996,10,4.8,20.016938,12.30176,2.774,1.714,0.882,0.491714,1.43926,3
366,60,4.904328,10.33333333,4.666666667,20.32523675,11.53381667,2.926666667,1.6725,0.815,0.494361667,0.70884,6
367,126,26.09,31.5,4.25,70.92449475,9.3117,1.9775,1.8875,1.195,0.4448825,6.78733,5.8
368,790,105.514,39.5,5,93.78445,10.5174,2.279,1.7795,1.045,0.447885,5.50017,2
369,151,20.36,50.33333333,4.333333333,121.0227333,8.604266667,2.22,2.006666667,1.253333333,0.42632,7.715,3.5
370,116,13.385996,23,4.8,49.204038,10.78917,2.684,1.859,0.974,0.489272,3.26959,3.5
371,593,42.191,12.5,4,26.151515,11.64556,2.81,1.74,0.86,0.49282,0.38618,6
372,98,8.885992,9.8,4.6,19.8565257,10.89726,2.648,1.626,0.912,0.49512,0.7176,6
373,126,26.09,31.1,5.6,69.51219,9.65936,1.95,1.742,1.185,0.4442925,6.77608,2.3
374,30,1.7,6,3,11.663548,11.70255,2.502,1.318666667,0.528333333,0.762368667,0.13641,2.5
375,192,38.191,48,4,111.34115,9.6769,2.24,2.0975,1.18,0.448895,9.54775,2.3
376,100,8.885992,10,4.8,20.29889263,12.04083,2.755,1.631,0.91,0.492719,0.87554,6.5
377,100,7.558488,10,4.8,20.25527838,12.0034,2.79,1.6725,0.836,0.499196,0.7768,5.5
378,80,6.4441595,8.333333333,4.444444444,17.99422886,11.71171667,2.68,1.625,0.818333333,0.548531111,0.7958,5.8
379,80,6.25674375,10,5,20.25527838,11.7051,2.79,1.6725,0.8525,0.495275,0.8159,7.5
380,110,23.193328,15.71428571,4.285714286,33.07587429,11.63035714,2.225714286,1.738571429,0.918571429,0.484111429,3.01757,3
381,225.219,21.553374,17.75195082,4.522266887,39.46165591,10.59748534,2.635493024,1.782047979,1.011052865,0.477068089,1.7909,5
382,46,8.903332,23,4,49.496,10.629,2.675,1.745,0.905,0.47907,4.44055,2.5
383,41,7.4428315,11.6,4.8,24.808518,13.2773,2.675,1.775,0.964,0.490654,1.8288,6
384,185,26.254656,31.5,4.666666667,69.592128,9.65936,2.94,1.9,1.193333333,0.446356667,6.78667,3.3
385,100,5.62148,10,4.16,20.99412653,12.59399,2.7136,1.546,0.7152,0.6164428,0.61805,2.5
386,165,30.2908235,22,4.666666667,54.026915,11.37321667,2.831666667,1.758333333,0.981666667,0.482451667,3.1504,3.8
387,242,26.962328,12,4.2,24.88692185,11.8264,2.58,1.742,0.956,0.483071455,1.50857,4.8
388,74,14.632,24,4,53.4902975,10.347,2.205,1.825,1.12,0.47888,2.42074,3.8
389,63,9.773996,12.6,4.8,26.1647257,11.20276,2.675,1.767,0.91,0.496167,1.4092,6
390,40,1.74316,6.666666667,4,13.01612833,12.70046667,2.77,1.476666667,0.616666667,0.663796667,0,5
391,86,8.841328,14.33333333,4,30.61252,10.6397,2.043333333,1.728333333,0.916666667,0.488163333,1.83476,5.5
392,64,10.65,32,4,72.2365,9.6769,2.135,1.98,1.285,0.447985,5.54333,2.5
393,122,13.747992,12.8,4.8,24.0096,11.90972,2.495,1.626,0.945,0.492736,1.02048,6.8
394,64,13.385996,23,4,55.64164,9.01375,2.22,1.908,1.224,0.474324,4.74,3.3
395,200,17.053984,7.5,4.25,15.69310028,12.18425,2.02,1.495,0.71,0.6164428,0.64563,4.8
396,100,7.558488,10,4.8,20.18539571,10.909175,2.757,1.714,0.91,0.4978195,0.87554,5.5
397,100,13.747992,10,4.8,20.29889263,11.107295,2.755,1.72,0.88,0.495329,0.74876,5.5
398,127,23.551332,10,4.5,22.212725,11.139125,2.7065,1.5475,0.86,0.496379,1.07245,2.3
399,72,30.91,18,5.2,39.568056,11.43734,2.884,1.788,0.946,0.4957955,2.43755,5.5
400,166,20.855328,13,4.666666667,29.97368417,10.29685833,2.738333333,1.74,0.948333333,0.48752,2.2928,6
401,43,7.87674775,10.75,4,22.212725,12.18425,2.7275,1.545,0.75,0.61443,1.79459,4
402,86,5.203996,9.8,3.2,18.01515585,12.0863,2.624,1.598,0.782,0.5568782,1.02048,1.5
403,448,30.2904645,8.04496788,4.25862069,16.40815204,12.27828448,2.77,1.543275862,0.68862069,0.617666724,0.70966,3.5
404,131,26.962328,21.91666667,4.666666667,50.1315,10.6397,2.754666667,1.716666667,0.973333333,0.483038333,2.6108,6
405,180,14.091992,9,4.8,18.439538,11.95216,2.884,1.656,0.811,0.499196,0.59237,3.3
406,72,10.876908,12,4.78125,24.50301875,10.904975,2.6625,1.72625,0.945,0.481478,1.08889,5.5
407,62,4.542664,14.66666667,5,33.33735333,11.22316667,2.865,1.716666667,0.89,0.489506667,1.99192,6.5
408,120,8.941324,10,5.333333333,20.76693544,10.6397,2.935,1.943333333,0.965,0.496691667,0.97737,5.5
409,106,5.2309795,9.5,3.916666667,18.5045364,12.874275,2.564166667,1.598,0.716666667,0.65987,0.64563,4
410,144,23.348983,27.6,4.3,65.565418,9.65936,2.205,1.9,1.224,0.468765,4.52755,2.8
411,96,11.463996,12,4.78125,26.20264325,11.91488438,2.6340625,1.72,0.94625,0.482641875,1.17448,6.5
412,90,11.463996,20,4.4,40.689515,11.14446,2.868,1.688,0.836,0.4618992,3.8764,2.5
413,92,8.337992,5.2,3.2,11.663548,12.3734,2.564,1.458,0.642,0.687868,0.26619,2.5
414,38,3.555328,19.33333333,4.666666667,39.98766667,9.5408,2.33,1.99,1.106666667,0.487833333,0.78534,3.8
415,338,36.095296,10.11111111,4.444444444,20.05298107,11.63446667,2.83,1.724444444,0.915555556,0.498386667,0.65306,5.3
416,36,9.577996,18,4,41.00166668,10.39875,2.502,1.765,0.848,0.49901,1.6334,5.5
417,106,19.6268275,11.3,4,22.111243,12.20004,2.795,1.542,0.703,0.58966,1.08889,3.8
418,108,7.73466,10.8,4.75,21.985986,11.1479375,2.705,1.765,0.945,0.49463625,0.80362,6
419,90,7.4428315,10,5,20.99408622,11.28095,2.865,1.7,0.965,0.476095,0.76486,5.5
420,86,8.941324,14.33333333,5.333333333,30.64595367,11.75455,2.79,1.753333333,0.966666667,0.483038333,1.00843,5.5
421,108,8.228992,10.8,4.4,21.5029424,11.17714,2.738,1.728,0.928,0.48502,0.68988,3
422,41,3.253996,10.8,4.8,21.654418,11.17714,2.675,1.736,0.926,0.498984,0.87067,6
423,439,0.7558488,7.568965517,4.25862069,14.96331959,12.26148966,2.768793103,1.463433283,0.686206897,0.617537759,0.62275,3.5
424,96,20.834,48,4,116.3255,10.39875,2.24,2.015,1.18,0.448895,3.72067,1.3
425,100,7.73466,10,5,20.25527838,11.719925,2.815,1.62625,0.84875,0.4931925,0.69605,5.8
426,98,13.477328,49,4,90.2267,9.273855,1.985,1.93,1.18,0.448895,6.0674,2.5
427,235,60.674,20.2,3.2,47.31542253,8.79744,2.572,1.904,1.045,0.474324,2.312,3
428,128,8.337992,12.8,4.8,26.385218,11.38168,2.81,1.74,0.86,0.49282,0.86737,6
429,515,61.237971,11.6,4.8,24.085483,10.75912,2.585,1.732,0.914,0.492719,1.11239,5.5
430,46,10.507072,20.5,4,47.8025,9.01375,2.045,1.907,1.14,0.40338,9.08,5.5
431,131,18.952664,21.83333333,4.666666667,50.61352,11.79596667,2.881666667,1.711666667,0.973333333,0.473696667,2.62853,5.8
432,158,11.621655,6.842105263,3.789473684,12.18850526,12.18850526,2.657894737,1.504736842,0.673684211,0.653165263,0.6415,4.5
433,220,11.35441075,22,4.666666667,55.80676875,11.139125,2.768333333,1.76,0.983333333,0.472976667,2.54439,4.5
434,92,7.558488,10.2,4.8,20.077018,11.33044,2.706,1.698,0.892,0.498454,0.78394,5.5
435,43,0.7558245,7.4,4.8,14.610803,12.44432772,2.77,1.551,0.708,0.598245,0.75585,2.3
436,42,10.207996,9.2,4.8,18.58636114,11.38168,2.72,1.742,0.86,0.49282,0.69411,5.5
437,322,38.214,64.4,5.6,160.15216,8.31996,2.02,2.064,1.422,0.40338,0.69605,1.8
438,97,9.014328,11.5,4.75,24.55618878,11.5108625,2.76675,1.72625,0.92,0.49607,1.02228,6
439,68,9.179328,22.5,4.5,54.27519833,10.52605,2.495,1.925,0.945,0.467935,1.22915,6.5
440,68,7.87674775,10,5,22.212725,10.39875,2.72,1.86625,0.98,0.48663625,1.85225,3.8
441,132,8.329324,11,4.333333333,22.08843417,11.2603,2.500833333,1.704166667,1.013333333,0.4982825,0.75677,5.5
442,200,21.153992,10,4,20.15577185,11.139125,2.755,1.6705,0.889,0.492736,1.0408,4
443,30,1.7428315,6,3.2,11.663548,12.41584,2.518,1.394,0.664,0.47754,0.13266,2.5
444,192,30.821992,49,5,119.6295,8.21315,2.298,1.91,1.184,0.467304,6.313,2.5
445,106,5.203996,10.4,4.6,21.06154724,11.0881,2.836,1.74,0.86,0.49607,0.27146,6
446,96,8.42666,12,4.75,24.50301875,11.1479375,2.705,1.765,0.945,0.482265,1.51422,5
447,90,14.632,10,4.977777778,20.29889263,11.63446667,2.837777778,1.716444444,0.795555556,0.494383333,1.09628,5.5
448,6,1.741332,6,4,12.0096,11.2603,2.55,1.7,0.75,0.49954,0.53275,10
449,222,43.23,31.71428571,3.714285714,70.671885,9.085314286,2.22,1.94,1.2,0.463504286,5.80644,2.3
450,46,8.84,24.66666667,5.6,53.49028333,9.08885,1.985,1.88,1.13,0.4714,4.5665,3.8
451,74,14.883996,14.4,4.4,29.568292,11.14446,2.684,1.66,0.92,0.49282,1.9368,4
452,232,17.623984,11.1,4.8,24.50301875,11.28095,2.757,1.711,0.911,0.476095,0.93456,2.8
453,64,10.207996,32,4.8,74.718706,10.75912,2.352,1.82,1.104,0.474714,4.08822,2
454,42,1.74316,8.4,4.333333333,16.58382167,11.79886,2.648,1.550833333,0.848,0.556837333,0.62375,5.5
455,398.5,40.412,35.36,5.2,83.4618,9.1302,2.279,1.908,1.265,0.44942,5.54914,2.5
456,102,7.957992,10.4,4.4,20.077018,10.93895,2.352,1.904,0.923,0.499404,0.93456,2.5
457,100,7.558488,10,4.8,20.3920334,11.46526,2.708,1.747,0.88,0.498454,0.78534,5.5
458,36,9.683996,18,4,37.27215,9.01375,2.115,1.855,1.1275,0.474324,1.3459,3.3
459,114,8.505992,11.6,4.8,23.0113257,10.56518,2.755,1.631,0.86,0.496484,1.07443,6
460,144,36.097992,14.8125,4.78125,33.739258,11.38168,2.66375,1.7940625,0.936,0.482641875,1.8688,5.5
461,250,34.18948,12.5,4.8,25.79269724,11.47577,2.799,1.7575,0.899,0.490376,1.74944,2.8
462,144,32.91,48,3.666666667,114.97573,9.512,2.073333333,1.904,1.233333333,0.4315125,6.17571,6.5
463,80,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.93524,7
464,30,8.359328,10,4.333333333,20.02735333,11.35476667,2.806666667,1.713333333,0.806666667,0.499506667,0.91755,6
465,58,6.508664,12.66666667,4.666666667,26.02493544,11.55673333,2.753333333,1.751666667,0.966666667,0.487833333,1.48857,6.3
466,240,18.20623425,8.275862069,4,16.4273764,11.74072759,2.623793103,1.566206897,0.752413793,0.616691379,0.65972,5.5
467,200,14.883996,10,4.8,20.15577185,11.33044,2.7845,1.72,0.892,0.49954,0.76544,6.8
468,90,11.463996,18,5.6,39.568056,12.0863,2.828,1.652,0.864,0.476196,2.53683,1.5
469,120,8.337992,12,4.8,24.789618,11.33044,2.706,1.678,0.892,0.498984,1.83476,6
470,100,7.558488,10,4.8,20.29889263,12.04083,2.755,1.626,0.91,0.492719,0.79244,6
471,410,32.836996,9.1875,5.78125,18.54653572,11.91488438,2.655,1.70375,0.818125,0.59942625,0.73241,6.5
472,120,14.485992,10,4.8,20.99412653,11.77764,2.698,1.7575,0.896,0.491678,0.4966,6.8
473,70,3.443996,4.4,3.2,9.5596846,12.04083,2.566,1.458,0.642,0.687868,0.1391,2.5
474,64,7.441332,32,4,72.2365,8.21315,1.986666667,2.015,1.18,0.448895,1.7,2
475,246,26.015984,12.3,4.6,25.023328,10.987245,2.665,1.7795,0.946,0.4957955,1.71759,6.8
476,100,15.43,50,4,117.386335,9.01375,2.445,2.045,1.265,0.42668,9.08,2.5
477,92,15.266328,30.66666667,4,68.56273,8.71425,1.95,1.913333333,1.213333333,0.448826667,7.715,2.5
478,100,6.07141175,10,4.8,20.29889263,11.10535,2.755,1.72,0.88,0.492719,0.8117,6.5
479,131,26.745328,22.83333333,4.666666667,54.27519833,9.101866667,2.248333333,1.913333333,1.213333333,0.473696667,5.48,4
480,180,13.7558245,5,3.5,9.559684639,12.75292941,2.776296296,1.381919192,0.56040404,0.753617037,0.6267,2.8
481,80,13.551332,31.1,4.8,69.592128,9.65936,2.445,1.908,1.422,0.4315125,6.77567,3.8
482,100,15.2995,30,4,67.9394,9.370384,2.305,1.907,1.2145,0.468765,3.26948,3.8
483,64,10.507072,32,4,72.2355,10.273855,2.19,1.87,1.16,0.47888,1.03544,4
484,126,20.415992,28.8,5.6,67.9394,11.33044,2.884,1.788,0.914,0.467304,3.52186,2.3
485,46,8.885992,23,4,48.7195,10.89726,2.115,1.905,1.12,0.47888,4.08822,3.8
486,106,23.576975,35.5,5.6,78.8410375,10.5015125,2.81875,1.815,0.9825,0.47382125,4.01089,2.8
487,82,10.507072,42,4,103.49858,9.0872,2.2225,1.905,1.135,0.4628675,4.57578,3.8
488,52,9.107996,21,5,43.952,9.1312,2.205,1.955,1.14,0.482265,4.86505,4
489,42,4.9568275,7.4,4.2,14.610803,12.39211,2.77,1.551,0.708,0.598245,0.2061,2.8
490,126,26.09,31.5,4.25,70.92449475,9.3117,1.9775,1.8875,1.195,0.4448825,6.17571,5.8
491,110,3.555328,4.666666667,3.666666667,8.808713333,13.51252,2.668,1.318666667,0.505333333,0.762368667,0.40319,2.3
492,66,11.463996,22,4,43.498522,12.0863,2.934,1.626,0.836,0.476196,5.00311,3.5
493,114,7.957992,11.4,4.4,23.170338,10.75912,2.572,1.796,1.028,0.481478,0.99502,5.5
494,92,6.697992,9.2,4.8,18.439538,10.78917,2.805,1.656,0.848,0.49512,0.85961,3.5
495,522,65.159928,10.6,4.8,21.98931204,11.79886,2.805,1.656,0.848,0.5559728,1.08186,3.8
496,134,17.593,21.83333333,5.333333333,49.50308167,11.12833333,2.500833333,1.78,0.993333333,0.473746667,0.92003,6
